gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
Male,28,UK,Student,240,31,0.56,Mobile,0,1,0
Female,43,IN,Family,82,11,0.49,Desktop,0,1,0
Other,43,CA,Premium,251,21,0.34,Desktop,0,1,0
Female,33,DE,Student,43,59,0.51,Desktop,0,1,0
Other,59,CA,Student,270,86,0.43,Mobile,0,1,1
Male,28,AU,Premium,160,2,0.24,Mobile,0,1,0
Female,23,PK,Premium,266,60,0.0,Web,0,1,0
Other,30,DE,Free,171,50,0.33,Web,24,0,0
Female,21,US,Family,154,8,0.35,Web,0,1,0
Male,43,IN,Free,164,42,0.49,Desktop,6,0,1
Female,56,US,Free,294,20,0.1,Web,7,0,1
Other,37,DE,Premium,18,60,0.1,Mobile,0,1,0
Other,36,DE,Free,190,45,0.36,Mobile,24,0,0
Female,56,CA,Premium,74,86,0.08,Mobile,0,1,1
Male,25,AU,Free,93,6,0.47,Desktop,39,0,0
Other,42,FR,Family,205,5,0.42,Desktop,0,1,0
Other,50,PK,Family,170,39,0.26,Mobile,0,1,0
Female,35,US,Family,33,29,0.16,Desktop,0,1,0
Female,52,PK,Free,188,86,0.54,Desktop,29,0,0
Other,16,IN,Free,72,95,0.17,Web,43,0,0
Male,53,US,Free,167,80,0.13,Mobile,40,0,0
Female,52,DE,Student,126,59,0.45,Web,0,1,1
Other,42,US,Family,75,8,0.52,Desktop,0,1,1
Other,34,AU,Free,167,31,0.32,Mobile,41,0,0
Female,27,UK,Student,158,77,0.55,Mobile,0,1,0
Male,33,CA,Family,225,23,0.25,Mobile,0,1,0
Male,17,US,Student,196,21,0.54,Mobile,0,1,0
Male,25,CA,Free,163,92,0.21,Desktop,8,0,0
Male,57,UK,Premium,125,20,0.1,Web,0,1,0
Female,18,US,Free,240,74,0.18,Desktop,46,0,0
Male,31,FR,Free,166,72,0.45,Mobile,20,0,0
Female,17,AU,Student,119,35,0.11,Desktop,0,1,0
Other,30,IN,Free,183,61,0.32,Desktop,36,0,0
Other,35,AU,Free,55,51,0.16,Mobile,12,0,0
Male,56,FR,Premium,280,4,0.14,Desktop,0,1,0
Other,46,UK,Family,283,33,0.4,Desktop,0,1,0
Other,27,CA,Family,261,74,0.09,Desktop,0,1,0
Female,31,AU,Family,205,53,0.13,Web,0,1,1
Male,19,AU,Premium,84,78,0.04,Mobile,0,1,0
Female,40,FR,Student,167,81,0.53,Mobile,0,1,0
Male,26,FR,Free,35,18,0.23,Web,41,0,0
Female,42,FR,Student,73,32,0.25,Desktop,0,1,1
Male,33,UK,Premium,54,44,0.5,Web,0,1,0
Other,59,AU,Premium,106,37,0.53,Mobile,0,1,0
Male,41,CA,Family,140,82,0.43,Mobile,0,1,1
Other,31,CA,Family,200,24,0.15,Desktop,0,1,0
Male,31,IN,Family,274,36,0.13,Desktop,0,1,0
Male,43,IN,Premium,75,43,0.57,Desktop,0,1,1
Female,51,PK,Premium,166,77,0.29,Web,0,1,0
Female,45,AU,Premium,203,88,0.33,Mobile,0,1,0
Female,35,PK,Family,18,35,0.19,Desktop,0,1,0
Female,17,AU,Family,127,75,0.09,Mobile,0,1,1
Male,32,FR,Student,198,5,0.21,Mobile,0,1,0
Other,21,PK,Premium,265,68,0.57,Desktop,0,1,0
Male,37,UK,Student,119,57,0.1,Web,0,1,0
Female,25,AU,Student,55,93,0.58,Mobile,0,1,0
Other,56,FR,Free,298,74,0.41,Web,12,0,0
Other,37,PK,Premium,189,30,0.53,Mobile,0,1,1
Male,31,CA,Free,139,65,0.56,Mobile,9,0,0
Other,23,US,Student,167,91,0.22,Mobile,0,1,1
Other,31,US,Free,19,27,0.53,Mobile,16,0,0
Male,58,AU,Student,298,82,0.36,Desktop,0,1,0
Other,43,UK,Premium,54,36,0.3,Desktop,0,1,0
Male,17,AU,Free,89,15,0.19,Mobile,40,0,1
Female,33,IN,Premium,57,16,0.08,Web,0,1,0
Other,32,UK,Family,105,17,0.17,Web,0,1,0
Female,19,FR,Premium,85,65,0.01,Desktop,0,1,0
Female,47,AU,Premium,144,6,0.46,Mobile,0,1,1
Male,44,AU,Free,24,95,0.15,Mobile,7,0,0
Other,33,CA,Student,287,53,0.02,Mobile,0,1,0
Other,34,UK,Student,32,36,0.48,Desktop,0,1,0
Male,19,CA,Premium,286,26,0.08,Desktop,0,1,0
Female,47,CA,Family,54,53,0.19,Desktop,0,1,0
Male,40,FR,Student,14,51,0.04,Mobile,0,1,1
Male,59,FR,Premium,195,67,0.57,Desktop,0,1,0
Female,44,AU,Family,274,49,0.43,Desktop,0,1,0
Other,41,US,Student,232,94,0.16,Desktop,0,1,0
Other,19,UK,Free,102,34,0.36,Desktop,43,0,0
Male,47,CA,Premium,123,42,0.54,Mobile,0,1,1
Female,34,US,Free,171,94,0.03,Web,24,0,0
Other,57,IN,Family,223,19,0.46,Mobile,0,1,0
Other,42,IN,Student,158,21,0.1,Mobile,0,1,1
Female,24,FR,Free,161,62,0.2,Desktop,26,0,0
Female,40,PK,Premium,43,32,0.02,Web,0,1,1
Male,58,PK,Premium,35,4,0.25,Mobile,0,1,0
Female,29,CA,Premium,66,30,0.08,Mobile,0,1,0
Other,23,PK,Premium,115,13,0.16,Mobile,0,1,0
Female,46,AU,Premium,152,88,0.02,Desktop,0,1,0
Female,44,DE,Family,44,86,0.56,Mobile,0,1,1
Other,55,IN,Family,63,11,0.24,Desktop,0,1,1
Other,55,IN,Student,220,35,0.31,Desktop,0,1,0
Male,47,PK,Free,32,52,0.33,Desktop,48,0,0
Female,24,IN,Free,170,23,0.37,Desktop,23,0,0
Female,38,FR,Family,10,10,0.56,Web,0,1,0
Other,48,AU,Free,172,63,0.41,Mobile,33,0,0
Male,47,FR,Free,192,11,0.42,Mobile,44,0,0
Other,46,US,Premium,13,68,0.58,Web,0,1,0
Other,35,US,Free,234,79,0.44,Desktop,9,0,0
Other,17,US,Free,222,92,0.57,Web,16,0,1
Other,52,FR,Family,223,47,0.18,Desktop,0,1,0
Female,41,FR,Free,40,44,0.39,Web,43,0,0
Male,23,IN,Family,242,14,0.24,Mobile,0,1,0
Male,25,UK,Premium,265,36,0.21,Mobile,0,1,0
Female,27,AU,Family,225,48,0.19,Web,0,1,0
Other,25,IN,Family,67,22,0.09,Mobile,0,1,1
Female,50,PK,Family,30,84,0.41,Mobile,0,1,1
Other,52,FR,Premium,100,3,0.53,Desktop,0,1,0
Male,20,PK,Family,148,49,0.04,Web,0,1,0
Male,52,PK,Student,138,45,0.59,Desktop,0,1,0
Female,21,AU,Student,297,40,0.23,Web,0,1,0
Other,50,UK,Student,177,53,0.22,Desktop,0,1,0
Male,48,DE,Premium,202,63,0.54,Desktop,0,1,0
Other,48,IN,Premium,134,91,0.14,Desktop,0,1,0
Male,39,AU,Student,240,73,0.39,Web,0,1,0
Other,33,IN,Student,71,73,0.21,Desktop,0,1,0
Male,43,IN,Premium,152,76,0.55,Web,0,1,0
Female,52,DE,Student,107,89,0.06,Web,0,1,0
Other,52,US,Student,102,36,0.45,Mobile,0,1,0
Male,26,PK,Free,14,45,0.31,Desktop,29,0,1
Male,53,PK,Free,213,87,0.6,Web,20,0,0
Other,21,US,Free,141,4,0.27,Desktop,37,0,1
Male,18,UK,Student,132,92,0.19,Web,0,1,0
Female,56,US,Free,227,83,0.44,Web,7,0,0
Male,57,AU,Family,284,52,0.35,Web,0,1,0
Other,22,CA,Student,48,10,0.36,Mobile,0,1,0
Other,54,DE,Free,271,33,0.58,Desktop,8,0,0
Female,38,FR,Student,53,82,0.28,Desktop,0,1,0
Female,35,IN,Premium,16,16,0.09,Desktop,0,1,0
Male,46,PK,Student,283,90,0.15,Web,0,1,0
Male,48,UK,Free,94,10,0.18,Mobile,9,0,0
Female,51,DE,Student,279,93,0.32,Desktop,0,1,0
Female,48,CA,Free,120,78,0.54,Mobile,41,0,1
Male,55,DE,Student,55,1,0.09,Web,0,1,0
Male,57,IN,Premium,244,36,0.26,Desktop,0,1,0
Other,26,FR,Student,199,71,0.25,Desktop,0,1,1
Male,44,PK,Free,67,80,0.07,Desktop,35,0,0
Male,20,CA,Family,288,37,0.01,Mobile,0,1,0
Male,42,PK,Premium,92,13,0.09,Mobile,0,1,0
Other,23,PK,Premium,160,50,0.2,Web,0,1,0
Male,50,CA,Student,138,11,0.24,Web,0,1,0
Female,54,AU,Family,16,14,0.59,Mobile,0,1,0
Female,18,FR,Free,39,38,0.25,Desktop,41,0,1
Female,51,US,Free,214,26,0.24,Web,47,0,0
Other,34,CA,Free,138,36,0.32,Desktop,9,0,0
Female,43,DE,Student,30,38,0.18,Web,0,1,0
Female,30,UK,Premium,187,56,0.31,Mobile,0,1,0
Other,57,DE,Student,214,30,0.17,Desktop,0,1,1
Female,59,US,Premium,238,95,0.12,Desktop,0,1,1
Male,50,DE,Student,177,15,0.3,Desktop,0,1,1
Female,58,US,Student,124,4,0.46,Web,0,1,1
Male,21,FR,Free,126,31,0.46,Desktop,15,0,1
Female,28,IN,Premium,115,46,0.56,Desktop,0,1,0
Male,52,IN,Free,191,39,0.19,Web,7,0,0
Female,27,IN,Premium,264,84,0.4,Web,0,1,0
Other,27,CA,Family,83,68,0.21,Web,0,1,1
Male,40,IN,Free,151,96,0.42,Web,18,0,0
Male,37,FR,Student,147,72,0.05,Desktop,0,1,1
Male,22,CA,Premium,131,10,0.12,Mobile,0,1,0
Other,32,AU,Student,91,31,0.32,Web,0,1,0
Male,33,FR,Student,62,14,0.04,Web,0,1,0
Male,47,US,Student,287,69,0.22,Desktop,0,1,0
Female,30,CA,Student,44,30,0.58,Web,0,1,1
Female,52,US,Free,239,59,0.05,Web,8,0,0
Female,41,US,Premium,132,4,0.35,Mobile,0,1,0
Female,40,PK,Student,211,43,0.17,Mobile,0,1,1
Male,58,FR,Free,44,30,0.59,Desktop,18,0,0
Other,41,AU,Student,207,40,0.37,Desktop,0,1,0
Female,52,DE,Premium,99,5,0.19,Desktop,0,1,0
Other,37,DE,Premium,292,15,0.48,Mobile,0,1,0
Male,21,PK,Student,156,55,0.34,Desktop,0,1,0
Male,40,CA,Free,26,81,0.45,Desktop,7,0,1
Female,25,IN,Free,139,49,0.5,Desktop,14,0,0
Female,35,CA,Premium,267,30,0.59,Desktop,0,1,0
Male,51,UK,Premium,174,58,0.15,Web,0,1,0
Other,52,UK,Student,135,10,0.47,Desktop,0,1,1
Male,18,UK,Student,195,99,0.3,Desktop,0,1,1
Female,32,PK,Student,242,9,0.43,Mobile,0,1,0
Female,56,FR,Free,149,6,0.48,Web,39,0,0
Other,16,IN,Family,220,4,0.6,Desktop,0,1,1
Female,38,PK,Premium,55,75,0.12,Web,0,1,0
Female,20,FR,Student,179,67,0.49,Web,0,1,1
Male,20,DE,Free,142,95,0.6,Web,29,0,1
Female,41,IN,Free,119,91,0.14,Mobile,41,0,1
Male,54,CA,Student,77,8,0.44,Mobile,0,1,0
Male,26,DE,Family,241,54,0.35,Desktop,0,1,0
Other,22,DE,Family,112,29,0.29,Mobile,0,1,1
Male,34,CA,Free,140,43,0.35,Web,18,0,1
Other,28,FR,Student,187,16,0.21,Web,0,1,0
Other,57,CA,Free,118,65,0.52,Desktop,22,0,0
Male,57,PK,Student,33,63,0.18,Desktop,0,1,0
Other,59,AU,Family,279,25,0.35,Web,0,1,1
Other,34,DE,Student,11,57,0.52,Mobile,0,1,0
Other,31,CA,Student,241,27,0.08,Web,0,1,0
Female,30,UK,Free,28,86,0.26,Desktop,42,0,1
Other,36,AU,Family,86,85,0.46,Web,0,1,0
Female,21,IN,Family,170,5,0.48,Desktop,0,1,0
Other,19,US,Free,270,35,0.2,Mobile,22,0,0
Female,57,UK,Free,234,32,0.14,Web,44,0,0
Female,17,IN,Student,266,52,0.41,Desktop,0,1,0
Other,43,US,Student,75,72,0.57,Mobile,0,1,0
Female,41,IN,Family,259,50,0.07,Web,0,1,0
Male,46,PK,Family,270,14,0.05,Mobile,0,1,1
Other,44,DE,Family,173,36,0.52,Web,0,1,0
Other,39,US,Family,240,59,0.22,Desktop,0,1,0
Other,39,PK,Free,36,9,0.58,Desktop,25,0,0
Other,50,IN,Premium,26,68,0.09,Mobile,0,1,0
Male,27,AU,Premium,247,13,0.34,Desktop,0,1,0
Male,35,FR,Student,214,83,0.45,Desktop,0,1,1
Male,54,UK,Family,11,40,0.52,Web,0,1,0
Male,59,CA,Free,254,60,0.25,Mobile,41,0,0
Other,25,DE,Free,292,87,0.04,Web,44,0,0
Female,26,FR,Premium,213,78,0.14,Web,0,1,0
Other,49,IN,Student,137,75,0.5,Desktop,0,1,1
Female,49,PK,Family,238,63,0.57,Mobile,0,1,0
Female,49,IN,Premium,174,59,0.37,Desktop,0,1,1
Female,36,IN,Free,278,67,0.46,Desktop,22,0,0
Male,45,US,Family,162,28,0.23,Web,0,1,0
Other,27,AU,Family,217,95,0.34,Web,0,1,0
Other,39,FR,Student,264,21,0.14,Mobile,0,1,1
Other,25,US,Free,79,16,0.55,Desktop,32,0,0
Female,40,CA,Premium,23,7,0.49,Mobile,0,1,0
Male,44,UK,Premium,262,43,0.31,Desktop,0,1,0
Male,29,CA,Family,191,43,0.11,Desktop,0,1,0
Other,48,FR,Student,88,31,0.05,Desktop,0,1,0
Male,41,PK,Premium,204,65,0.44,Desktop,0,1,0
Other,30,IN,Family,92,37,0.39,Web,0,1,0
Male,35,FR,Free,61,86,0.52,Web,19,0,0
Female,28,AU,Free,269,4,0.39,Web,29,0,0
Other,36,PK,Free,298,51,0.57,Web,39,0,1
Other,57,PK,Premium,291,96,0.06,Mobile,0,1,0
Other,41,FR,Family,59,20,0.12,Desktop,0,1,1
Male,23,CA,Family,288,25,0.2,Mobile,0,1,0
Male,37,PK,Free,255,39,0.23,Mobile,49,0,0
Male,50,CA,Free,80,76,0.39,Mobile,47,0,1
Other,54,PK,Student,199,17,0.37,Web,0,1,0
Other,53,UK,Student,11,92,0.49,Web,0,1,0
Female,16,US,Premium,93,19,0.26,Desktop,0,1,0
Female,58,US,Premium,122,61,0.2,Mobile,0,1,1
Other,51,AU,Free,220,70,0.34,Web,44,0,0
Male,16,US,Student,49,47,0.38,Web,0,1,0
Male,37,UK,Free,100,89,0.11,Web,13,0,0
Female,49,UK,Student,57,47,0.15,Desktop,0,1,0
Other,31,IN,Free,148,93,0.55,Desktop,8,0,0
Other,33,AU,Family,244,54,0.43,Web,0,1,0
Other,37,PK,Premium,116,65,0.3,Mobile,0,1,0
Other,31,IN,Premium,186,18,0.27,Web,0,1,0
Male,17,CA,Premium,222,47,0.21,Desktop,0,1,1
Male,16,US,Student,174,41,0.46,Web,0,1,0
Other,24,PK,Family,276,90,0.17,Mobile,0,1,1
Female,22,PK,Free,110,61,0.51,Mobile,38,0,1
Male,31,FR,Premium,282,3,0.57,Desktop,0,1,0
Other,51,AU,Family,251,77,0.53,Mobile,0,1,0
Female,53,IN,Student,128,90,0.3,Mobile,0,1,0
Other,41,AU,Family,95,96,0.01,Web,0,1,0
Male,50,PK,Premium,210,26,0.01,Web,0,1,1
Female,31,IN,Free,252,13,0.01,Web,17,0,0
Female,26,DE,Free,169,6,0.32,Web,26,0,0
Male,18,CA,Premium,55,85,0.53,Mobile,0,1,0
Female,48,DE,Premium,62,31,0.59,Mobile,0,1,1
Female,29,PK,Student,52,1,0.36,Desktop,0,1,0
Other,34,DE,Premium,77,73,0.03,Mobile,0,1,0
Other,20,DE,Family,285,32,0.57,Web,0,1,0
Male,55,IN,Premium,295,27,0.39,Mobile,0,1,0
Other,54,PK,Family,268,46,0.01,Web,0,1,1
Other,22,FR,Free,154,21,0.1,Mobile,41,0,1
Other,47,DE,Free,72,69,0.49,Mobile,27,0,0
Male,37,IN,Premium,25,53,0.4,Desktop,0,1,0
Male,44,CA,Family,59,10,0.2,Web,0,1,0
Other,46,IN,Family,262,74,0.16,Mobile,0,1,0
Other,57,US,Family,59,10,0.31,Mobile,0,1,0
Male,41,IN,Family,27,76,0.15,Mobile,0,1,0
Female,48,PK,Student,207,69,0.08,Desktop,0,1,0
Female,59,DE,Family,235,51,0.31,Desktop,0,1,1
Male,31,AU,Family,11,78,0.08,Web,0,1,1
Female,16,DE,Family,220,78,0.22,Mobile,0,1,0
Male,34,CA,Premium,85,31,0.38,Desktop,0,1,0
Other,26,US,Premium,180,86,0.17,Web,0,1,0
Other,30,FR,Premium,46,60,0.03,Web,0,1,0
Female,45,UK,Free,127,90,0.19,Web,42,0,0
Other,36,AU,Premium,74,7,0.17,Desktop,0,1,1
Male,30,US,Family,250,50,0.31,Desktop,0,1,0
Other,23,PK,Student,108,4,0.36,Desktop,0,1,0
Male,51,AU,Student,36,50,0.41,Mobile,0,1,0
Male,19,UK,Premium,95,24,0.43,Web,0,1,0
Female,50,CA,Free,248,13,0.23,Mobile,44,0,0
Other,45,PK,Family,284,23,0.43,Web,0,1,0
Female,34,PK,Student,90,59,0.07,Desktop,0,1,0
Male,16,US,Student,51,49,0.12,Mobile,0,1,1
Other,57,IN,Student,264,91,0.28,Web,0,1,0
Female,39,FR,Premium,136,41,0.04,Mobile,0,1,1
Female,23,PK,Family,239,65,0.37,Web,0,1,1
Male,35,FR,Premium,12,60,0.29,Mobile,0,1,1
Other,28,UK,Student,155,93,0.38,Mobile,0,1,0
Female,29,DE,Free,234,3,0.53,Mobile,31,0,0
Male,37,CA,Free,287,82,0.32,Web,35,0,0
Male,24,IN,Family,41,94,0.3,Desktop,0,1,0
Other,46,FR,Premium,201,37,0.34,Mobile,0,1,0
Female,29,IN,Premium,261,92,0.44,Desktop,0,1,1
Male,24,US,Student,205,29,0.47,Web,0,1,0
Female,29,CA,Premium,280,45,0.05,Web,0,1,1
Other,22,PK,Premium,178,97,0.28,Desktop,0,1,1
Male,36,UK,Free,44,12,0.36,Web,35,0,0
Male,27,IN,Family,234,22,0.17,Web,0,1,0
Male,38,IN,Premium,283,65,0.33,Desktop,0,1,1
Female,51,PK,Free,273,69,0.24,Desktop,16,0,0
Male,58,US,Premium,269,23,0.05,Web,0,1,0
Other,36,FR,Premium,202,48,0.57,Desktop,0,1,0
Female,54,FR,Premium,159,73,0.11,Mobile,0,1,1
Male,25,AU,Free,69,95,0.26,Web,41,0,1
Other,30,FR,Student,283,95,0.12,Desktop,0,1,0
Other,47,US,Free,100,20,0.46,Web,6,0,1
Other,58,US,Premium,170,70,0.05,Mobile,0,1,0
Female,43,PK,Family,293,94,0.54,Web,0,1,0
Other,17,PK,Family,282,90,0.2,Desktop,0,1,0
Other,43,DE,Free,62,81,0.22,Desktop,18,0,0
Male,25,DE,Premium,64,82,0.33,Web,0,1,0
Other,19,FR,Student,108,88,0.19,Desktop,0,1,0
Male,22,AU,Free,202,34,0.19,Web,37,0,0
Female,23,CA,Premium,137,67,0.35,Desktop,0,1,0
Other,21,DE,Student,199,48,0.24,Mobile,0,1,0
Female,42,IN,Student,109,20,0.5,Mobile,0,1,0
Female,52,DE,Student,180,42,0.45,Desktop,0,1,1
Other,28,FR,Student,139,26,0.49,Web,0,1,0
Other,49,FR,Student,215,5,0.12,Desktop,0,1,0
Female,30,US,Student,250,1,0.35,Mobile,0,1,1
Female,45,CA,Free,186,7,0.41,Desktop,27,0,0
Male,30,FR,Premium,80,30,0.39,Desktop,0,1,0
Other,43,US,Family,56,90,0.06,Mobile,0,1,1
Male,21,FR,Free,193,99,0.54,Web,48,0,0
Other,53,CA,Student,208,25,0.31,Desktop,0,1,1
Other,41,PK,Family,74,36,0.26,Desktop,0,1,0
Female,33,UK,Free,232,98,0.13,Desktop,30,0,1
Male,53,CA,Family,137,48,0.34,Desktop,0,1,0
Male,37,CA,Premium,140,70,0.59,Mobile,0,1,0
Male,42,UK,Free,19,8,0.08,Web,22,0,0
Female,54,IN,Premium,205,94,0.09,Web,0,1,0
Other,36,US,Student,181,9,0.59,Mobile,0,1,0
Male,46,UK,Student,261,14,0.47,Web,0,1,1
Female,23,PK,Free,224,71,0.16,Web,33,0,1
Other,31,IN,Free,73,85,0.22,Desktop,27,0,1
Male,47,FR,Premium,18,69,0.23,Web,0,1,1
Male,57,DE,Family,68,21,0.44,Mobile,0,1,1
Female,40,US,Family,97,97,0.23,Web,0,1,1
Other,39,DE,Family,177,69,0.44,Desktop,0,1,0
Male,26,US,Premium,246,52,0.47,Desktop,0,1,0
Male,26,DE,Premium,170,47,0.36,Web,0,1,1
Female,18,IN,Family,197,69,0.4,Web,0,1,0
Male,29,UK,Premium,47,79,0.5,Desktop,0,1,0
Female,54,US,Student,277,58,0.6,Desktop,0,1,0
Male,55,UK,Premium,33,64,0.05,Web,0,1,0
Female,52,CA,Family,129,94,0.46,Web,0,1,0
Male,27,DE,Free,217,83,0.5,Desktop,49,0,0
Female,54,US,Family,219,28,0.34,Web,0,1,1
Other,17,AU,Student,14,52,0.47,Web,0,1,1
Male,54,PK,Family,31,33,0.2,Web,0,1,0
Female,40,PK,Family,105,35,0.32,Desktop,0,1,1
Female,52,US,Free,114,92,0.03,Web,19,0,0
Other,48,DE,Student,55,98,0.13,Mobile,0,1,0
Female,18,CA,Student,280,78,0.25,Mobile,0,1,0
Other,18,PK,Free,238,88,0.22,Mobile,42,0,0
Male,22,PK,Premium,36,8,0.35,Web,0,1,0
Other,38,AU,Student,78,50,0.15,Mobile,0,1,1
Female,58,AU,Family,245,79,0.29,Desktop,0,1,0
Male,23,AU,Premium,85,96,0.12,Mobile,0,1,0
Male,29,PK,Free,90,75,0.52,Web,16,0,0
Male,29,CA,Family,215,6,0.13,Web,0,1,0
Female,56,US,Student,63,83,0.47,Web,0,1,0
Other,58,FR,Student,185,68,0.58,Web,0,1,0
Other,57,PK,Student,160,47,0.27,Mobile,0,1,1
Male,47,CA,Premium,151,36,0.59,Web,0,1,0
Other,37,UK,Free,275,95,0.31,Web,47,0,0
Male,27,IN,Student,31,45,0.18,Mobile,0,1,0
Male,41,DE,Family,170,18,0.55,Web,0,1,0
Male,46,US,Student,72,33,0.48,Mobile,0,1,1
Other,47,AU,Premium,277,13,0.49,Desktop,0,1,0
Female,38,UK,Student,194,98,0.24,Web,0,1,0
Female,52,DE,Family,276,71,0.02,Desktop,0,1,1
Female,50,US,Family,233,11,0.13,Web,0,1,0
Other,45,PK,Student,75,43,0.41,Desktop,0,1,0
Female,56,US,Family,75,62,0.3,Web,0,1,0
Male,30,UK,Student,21,62,0.09,Mobile,0,1,0
Male,37,AU,Student,171,77,0.5,Mobile,0,1,0
Male,23,IN,Free,204,36,0.07,Web,35,0,0
Other,59,IN,Student,136,36,0.21,Desktop,0,1,1
Other,24,DE,Free,42,28,0.6,Web,5,0,0
Other,40,FR,Free,294,35,0.22,Web,17,0,0
Other,54,FR,Family,125,56,0.05,Web,0,1,0
Male,54,AU,Free,184,45,0.38,Mobile,39,0,0
Male,41,US,Premium,210,34,0.04,Web,0,1,0
Female,58,AU,Student,239,93,0.05,Desktop,0,1,1
Female,40,DE,Student,220,86,0.42,Web,0,1,1
Other,45,FR,Premium,57,62,0.01,Web,0,1,0
Male,31,IN,Free,79,40,0.18,Web,23,0,1
Other,55,PK,Premium,41,62,0.35,Desktop,0,1,0
Other,43,DE,Student,127,36,0.4,Desktop,0,1,0
Male,35,CA,Student,64,64,0.37,Desktop,0,1,1
Male,36,UK,Family,34,50,0.54,Mobile,0,1,0
Other,42,PK,Family,235,68,0.07,Web,0,1,0
Other,46,PK,Family,297,88,0.14,Mobile,0,1,0
Other,40,PK,Free,20,40,0.1,Desktop,45,0,0
Female,43,PK,Free,54,64,0.01,Mobile,37,0,0
Female,46,AU,Free,222,48,0.58,Mobile,42,0,0
Female,39,DE,Family,297,33,0.4,Web,0,1,0
Other,17,US,Family,115,72,0.5,Desktop,0,1,1
Male,40,IN,Free,284,99,0.0,Desktop,7,0,0
Other,29,FR,Premium,255,99,0.25,Web,0,1,1
Other,23,DE,Family,112,53,0.6,Desktop,0,1,0
Male,52,UK,Family,228,82,0.43,Mobile,0,1,0
Male,56,AU,Premium,175,87,0.0,Mobile,0,1,0
Male,54,UK,Student,176,59,0.44,Desktop,0,1,0
Female,53,IN,Premium,39,30,0.56,Mobile,0,1,0
Male,34,PK,Free,30,54,0.38,Mobile,41,0,0
Male,44,PK,Family,110,96,0.31,Desktop,0,1,0
Other,16,PK,Free,212,3,0.23,Desktop,16,0,0
Other,47,US,Family,137,30,0.29,Web,0,1,1
Other,39,US,Family,270,80,0.59,Desktop,0,1,0
Male,51,IN,Free,24,37,0.11,Web,12,0,0
Female,59,PK,Premium,26,37,0.27,Desktop,0,1,1
Other,18,IN,Premium,137,36,0.43,Mobile,0,1,0
Male,56,UK,Free,28,15,0.17,Web,18,0,0
Female,52,CA,Family,21,72,0.55,Mobile,0,1,0
Female,27,UK,Student,145,70,0.37,Desktop,0,1,1
Other,37,CA,Family,283,74,0.13,Desktop,0,1,1
Other,27,IN,Family,107,21,0.47,Mobile,0,1,1
Female,33,US,Free,277,49,0.39,Mobile,29,0,0
Other,49,PK,Premium,43,24,0.48,Mobile,0,1,0
Female,45,US,Student,233,78,0.15,Web,0,1,1
Other,32,IN,Student,11,66,0.5,Mobile,0,1,0
Other,40,UK,Student,193,70,0.11,Desktop,0,1,0
Other,26,DE,Premium,204,60,0.56,Desktop,0,1,0
Other,20,PK,Free,96,56,0.08,Mobile,45,0,1
Male,59,PK,Premium,79,70,0.34,Web,0,1,0
Male,24,FR,Student,253,74,0.07,Desktop,0,1,0
Male,52,UK,Student,194,75,0.42,Mobile,0,1,0
Other,39,FR,Premium,50,89,0.55,Desktop,0,1,1
Female,32,AU,Student,112,91,0.28,Mobile,0,1,0
Male,57,PK,Family,33,53,0.53,Desktop,0,1,0
Other,23,UK,Free,105,84,0.36,Desktop,30,0,0
Female,37,DE,Family,143,87,0.23,Web,0,1,1
Female,52,PK,Free,167,59,0.31,Web,12,0,1
Other,18,DE,Family,238,28,0.31,Web,0,1,1
Male,37,US,Free,255,9,0.56,Mobile,12,0,1
Female,39,PK,Student,282,97,0.03,Desktop,0,1,0
Male,45,UK,Family,275,58,0.44,Web,0,1,1
Other,51,DE,Premium,217,44,0.06,Mobile,0,1,0
Male,19,CA,Family,228,99,0.55,Desktop,0,1,1
Male,34,UK,Student,143,99,0.43,Web,0,1,0
Female,21,DE,Student,259,80,0.35,Web,0,1,0
Other,38,AU,Family,224,81,0.21,Mobile,0,1,0
Female,40,US,Premium,101,88,0.06,Mobile,0,1,0
Male,26,DE,Premium,85,46,0.09,Mobile,0,1,0
Other,43,IN,Premium,207,67,0.09,Mobile,0,1,1
Male,18,DE,Premium,279,45,0.4,Mobile,0,1,0
Other,54,AU,Free,133,99,0.17,Desktop,24,0,0
Other,51,IN,Premium,66,47,0.04,Desktop,0,1,0
Male,54,UK,Family,104,45,0.31,Web,0,1,0
Female,49,AU,Student,208,62,0.51,Desktop,0,1,0
Male,16,FR,Free,111,78,0.24,Mobile,12,0,0
Female,44,FR,Free,273,46,0.31,Web,38,0,0
Other,37,AU,Free,254,10,0.37,Mobile,31,0,0
Male,28,UK,Student,243,67,0.02,Mobile,0,1,0
Other,50,FR,Premium,197,28,0.32,Web,0,1,0
Male,22,PK,Family,107,81,0.51,Desktop,0,1,0
Female,56,CA,Student,41,65,0.01,Mobile,0,1,0
Other,28,DE,Student,209,73,0.38,Desktop,0,1,0
Female,52,FR,Premium,105,9,0.41,Mobile,0,1,0
Other,53,IN,Student,65,26,0.33,Mobile,0,1,0
Male,32,FR,Family,246,25,0.24,Web,0,1,1
Male,22,AU,Family,184,50,0.09,Mobile,0,1,0
Male,16,US,Premium,94,2,0.56,Web,0,1,1
Female,51,US,Family,152,17,0.55,Desktop,0,1,1
Female,37,AU,Free,59,44,0.33,Mobile,33,0,1
Other,16,CA,Student,118,68,0.44,Web,0,1,0
